db_id,query,query_toks,query_toks_no_value,question,question_toks,sql.except,sql.from.conds,sql.from.table_units,sql.groupBy,sql.having,sql.intersect,sql.limit,sql.orderBy,sql.select,sql.union,sql.where,sql.intersect.except,sql.intersect.from.conds,sql.intersect.from.table_units,sql.intersect.groupBy,sql.intersect.having,sql.intersect.intersect,sql.intersect.limit,sql.intersect.orderBy,sql.intersect.select,sql.intersect.union,sql.intersect.where,sql.union.except,sql.union.from.conds,sql.union.from.table_units,sql.union.groupBy,sql.union.having,sql.union.intersect,sql.union.limit,sql.union.orderBy,sql.union.select,sql.union.union,sql.union.where,sql.except.except,sql.except.from.conds,sql.except.from.table_units,sql.except.groupBy,sql.except.having,sql.except.intersect,sql.except.limit,sql.except.orderBy,sql.except.select,sql.except.union,sql.except.where
baseball_1,SELECT max(T1.wins) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings';,"['SELECT', 'max', '(', 'T1.wins', ')', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_winner', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", ';']","['select', 'max', '(', 't1', '.', 'wins', ')', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_winner', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value']",What are the maximum scores the team Boston Red Stockings got when the team won in postseason?,"['What', 'are', 'the', 'maximum', 'scores', 'the', 'team', 'Boston', 'Red', 'Stockings', 'got', 'when', 'the', 'team', 'won', 'in', 'postseason', '?']",,"[[False, 2, [0, [0, 284, False], None], [0, 336, False], None]]","[['table_unit', 22], ['table_unit', 23]]",[],[],,,[],"[False, [[1, [0, [0, 288, False], None]]]]",,"[[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;,"['SELECT', 'count', '(', '*', ')', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_loser', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", 'AND', 'T1.year', '=', '2009', ';']","['select', 'count', '(', '*', ')', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_loser', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', 'and', 't1', '.', 'year', '=', 'value']",How many times did Boston Red Stockings lose in 2009 postseason?,"['How', 'many', 'times', 'did', 'Boston', 'Red', 'Stockings', 'lose', 'in', '2009', 'postseason', '?']",,"[[False, 2, [0, [0, 286, False], None], [0, 336, False], None]]","[['table_unit', 22], ['table_unit', 23]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,"[[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None], 'and', [False, 2, [0, [0, 282, False], None], 2009.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;,"['SELECT', 'count', '(', '*', ')', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_loser', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", 'AND', 'T1.year', '=', '2009', ';']","['select', 'count', '(', '*', ')', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_loser', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', 'and', 't1', '.', 'year', '=', 'value']","Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.","['Count', 'the', 'number', 'of', 'times', 'the', 'team', '``', 'Boston', 'Red', 'Stockings', ""''"", 'lost', 'in', '2009', 'postseason', '.']",,"[[False, 2, [0, [0, 286, False], None], [0, 336, False], None]]","[['table_unit', 22], ['table_unit', 23]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,"[[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None], 'and', [False, 2, [0, [0, 282, False], None], 2009.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,"SELECT T2.name ,  T1.team_id_winner FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T1.year  =  2008 GROUP BY T1.team_id_winner ORDER BY count(*) DESC LIMIT 1;","['SELECT', 'T2.name', ',', 'T1.team_id_winner', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_winner', '=', 'T2.team_id_br', 'WHERE', 'T1.year', '=', '2008', 'GROUP', 'BY', 'T1.team_id_winner', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1', ';']","['select', 't2', '.', 'name', ',', 't1', '.', 'team_id_winner', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_winner', '=', 't2', '.', 'team_id_br', 'where', 't1', '.', 'year', '=', 'value', 'group', 'by', 't1', '.', 'team_id_winner', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What are the name and id of the team with the most victories in 2008 postseason?,"['What', 'are', 'the', 'name', 'and', 'id', 'of', 'the', 'team', 'with', 'the', 'most', 'victories', 'in', '2008', 'postseason', '?']",,"[[False, 2, [0, [0, 284, False], None], [0, 336, False], None]]","[['table_unit', 22], ['table_unit', 23]]","[[0, 284, False]]",[],,1.0,"['desc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 331, False], None]], [0, [0, [0, 284, False], None]]]]",,"[[False, 2, [0, [0, 282, False], None], 2008.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,"SELECT T2.name ,  T1.team_id_winner FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T1.year  =  2008 GROUP BY T1.team_id_winner ORDER BY count(*) DESC LIMIT 1;","['SELECT', 'T2.name', ',', 'T1.team_id_winner', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_winner', '=', 'T2.team_id_br', 'WHERE', 'T1.year', '=', '2008', 'GROUP', 'BY', 'T1.team_id_winner', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1', ';']","['select', 't2', '.', 'name', ',', 't1', '.', 'team_id_winner', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_winner', '=', 't2', '.', 'team_id_br', 'where', 't1', '.', 'year', '=', 'value', 'group', 'by', 't1', '.', 'team_id_winner', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Find the name and id of the team that won the most times in 2008 postseason.,"['Find', 'the', 'name', 'and', 'id', 'of', 'the', 'team', 'that', 'won', 'the', 'most', 'times', 'in', '2008', 'postseason', '.']",,"[[False, 2, [0, [0, 284, False], None], [0, 336, False], None]]","[['table_unit', 22], ['table_unit', 23]]","[[0, 284, False]]",[],,1.0,"['desc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 331, False], None]], [0, [0, [0, 284, False], None]]]]",,"[[False, 2, [0, [0, 282, False], None], 2008.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,"SELECT count(*) ,  T1.year FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' GROUP BY T1.year","['SELECT', 'count', '(', '*', ')', ',', 'T1.year', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_winner', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", 'GROUP', 'BY', 'T1.year']","['select', 'count', '(', '*', ')', ',', 't1', '.', 'year', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_winner', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', 'group', 'by', 't1', '.', 'year']",What is the number of wins the team Boston Red Stockings got in the postseasons each year in history?,"['What', 'is', 'the', 'number', 'of', 'wins', 'the', 'team', 'Boston', 'Red', 'Stockings', 'got', 'in', 'the', 'postseasons', 'each', 'year', 'in', 'history', '?']",,"[[False, 2, [0, [0, 284, False], None], [0, 336, False], None]]","[['table_unit', 22], ['table_unit', 23]]","[[0, 282, False]]",[],,,[],"[False, [[3, [0, [0, 0, False], None]], [0, [0, [0, 282, False], None]]]]",,"[[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,"SELECT count(*) ,  T1.year FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' GROUP BY T1.year","['SELECT', 'count', '(', '*', ')', ',', 'T1.year', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_winner', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", 'GROUP', 'BY', 'T1.year']","['select', 'count', '(', '*', ')', ',', 't1', '.', 'year', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_winner', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', 'group', 'by', 't1', '.', 'year']","For each year, return the year and the number of times the team Boston Red Stockings won in the postseasons.","['For', 'each', 'year', ',', 'return', 'the', 'year', 'and', 'the', 'number', 'of', 'times', 'the', 'team', 'Boston', 'Red', 'Stockings', 'won', 'in', 'the', 'postseasons', '.']",,"[[False, 2, [0, [0, 284, False], None], [0, 336, False], None]]","[['table_unit', 22], ['table_unit', 23]]","[[0, 282, False]]",[],,,[],"[False, [[3, [0, [0, 0, False], None]], [0, [0, [0, 282, False], None]]]]",,"[[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT count(*) FROM ( SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' UNION SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' );,"['SELECT', 'count', '(', '*', ')', 'FROM', '(', 'SELECT', '*', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_winner', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", 'UNION', 'SELECT', '*', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_loser', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", ')', ';']","['select', 'count', '(', '*', ')', 'from', '(', 'select', '*', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_winner', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', 'union', 'select', '*', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_loser', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', ')']",What is the total number of postseason games that team Boston Red Stockings participated in?,"['What', 'is', 'the', 'total', 'number', 'of', 'postseason', 'games', 'that', 'team', 'Boston', 'Red', 'Stockings', 'participated', 'in', '?']",,[],"[['sql', {'except': None, 'from': {'conds': [[False, 2, [0, [0, 284, False], None], [0, 336, False], None]], 'table_units': [['table_unit', 22], ['table_unit', 23]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 0, False], None]]]], 'union': {'except': None, 'from': {'conds': [[False, 2, [0, [0, 286, False], None], [0, 336, False], None]], 'table_units': [['table_unit', 22], ['table_unit', 23]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 0, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None]]}, 'where': [[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None]]}]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT count(*) FROM ( SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' UNION SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' );,"['SELECT', 'count', '(', '*', ')', 'FROM', '(', 'SELECT', '*', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_winner', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", 'UNION', 'SELECT', '*', 'FROM', 'postseason', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id_loser', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", ')', ';']","['select', 'count', '(', '*', ')', 'from', '(', 'select', '*', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_winner', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', 'union', 'select', '*', 'from', 'postseason', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id_loser', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', ')']",How many times in total did the team Boston Red Stockings participate in postseason games?,"['How', 'many', 'times', 'in', 'total', 'did', 'the', 'team', 'Boston', 'Red', 'Stockings', 'participate', 'in', 'postseason', 'games', '?']",,[],"[['sql', {'except': None, 'from': {'conds': [[False, 2, [0, [0, 284, False], None], [0, 336, False], None]], 'table_units': [['table_unit', 22], ['table_unit', 23]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 0, False], None]]]], 'union': {'except': None, 'from': {'conds': [[False, 2, [0, [0, 286, False], None], [0, 336, False], None]], 'table_units': [['table_unit', 22], ['table_unit', 23]]}, 'groupBy': [], 'having': [], 'intersect': None, 'limit': None, 'orderBy': [], 'select': [False, [[0, [0, [0, 0, False], None]]]], 'union': None, 'where': [[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None]]}, 'where': [[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None]]}]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT count(*) FROM postseason WHERE YEAR  =  1885 AND ties  =  1;,"['SELECT', 'count', '(', '*', ')', 'FROM', 'postseason', 'WHERE', 'YEAR', '=', '1885', 'AND', 'ties', '=', '1', ';']","['select', 'count', '(', '*', ')', 'from', 'postseason', 'where', 'year', '=', 'value', 'and', 'ties', '=', 'value']","How many games in 1885 postseason resulted in ties (that is, the value of ""ties"" is '1')?","['How', 'many', 'games', 'in', '1885', 'postseason', 'resulted', 'in', 'ties', '(', 'that', 'is', ',', 'the', 'value', 'of', '``', 'ties', ""''"", 'is', ""'1"", ""'"", ')', '?']",,[],"[['table_unit', 22]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,"[[False, 2, [0, [0, 282, False], None], 1885.0, None], 'and', [False, 2, [0, [0, 290, False], None], 1.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT count(*) FROM postseason WHERE YEAR  =  1885 AND ties  =  1;,"['SELECT', 'count', '(', '*', ')', 'FROM', 'postseason', 'WHERE', 'YEAR', '=', '1885', 'AND', 'ties', '=', '1', ';']","['select', 'count', '(', '*', ')', 'from', 'postseason', 'where', 'year', '=', 'value', 'and', 'ties', '=', 'value']","Find the number of tied games (the value of ""ties"" is '1') in 1885 postseason.","['Find', 'the', 'number', 'of', 'tied', 'games', '(', 'the', 'value', 'of', '``', 'ties', ""''"", 'is', ""'1"", ""'"", ')', 'in', '1885', 'postseason', '.']",,[],"[['table_unit', 22]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,"[[False, 2, [0, [0, 282, False], None], 1885.0, None], 'and', [False, 2, [0, [0, 290, False], None], 1.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT sum(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2010,"['SELECT', 'sum', '(', 'T1.salary', ')', 'FROM', 'salary', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", 'AND', 'T1.year', '=', '2010']","['select', 'sum', '(', 't1', '.', 'salary', ')', 'from', 'salary', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', 'and', 't1', '.', 'year', '=', 'value']",What is the total salary paid by team Boston Red Stockings in 2010?,"['What', 'is', 'the', 'total', 'salary', 'paid', 'by', 'team', 'Boston', 'Red', 'Stockings', 'in', '2010', '?']",,"[[False, 2, [0, [0, 273, False], None], [0, 336, False], None]]","[['table_unit', 20], ['table_unit', 23]]",[],[],,,[],"[False, [[4, [0, [0, 276, False], None]]]]",,"[[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None], 'and', [False, 2, [0, [0, 272, False], None], 2010.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT sum(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2010,"['SELECT', 'sum', '(', 'T1.salary', ')', 'FROM', 'salary', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", 'AND', 'T1.year', '=', '2010']","['select', 'sum', '(', 't1', '.', 'salary', ')', 'from', 'salary', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', 'and', 't1', '.', 'year', '=', 'value']",What is the total salary expenses of team Boston Red Stockings in 2010?,"['What', 'is', 'the', 'total', 'salary', 'expenses', 'of', 'team', 'Boston', 'Red', 'Stockings', 'in', '2010', '?']",,"[[False, 2, [0, [0, 273, False], None], [0, 336, False], None]]","[['table_unit', 20], ['table_unit', 23]]",[],[],,,[],"[False, [[4, [0, [0, 276, False], None]]]]",,"[[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None], 'and', [False, 2, [0, [0, 272, False], None], 2010.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,"['SELECT', 'count', '(', '*', ')', 'FROM', 'salary', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", 'AND', 'T1.year', '=', '2000']","['select', 'count', '(', '*', ')', 'from', 'salary', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', 'and', 't1', '.', 'year', '=', 'value']",How many players were in the team Boston Red Stockings in 2000?,"['How', 'many', 'players', 'were', 'in', 'the', 'team', 'Boston', 'Red', 'Stockings', 'in', '2000', '?']",,"[[False, 2, [0, [0, 273, False], None], [0, 336, False], None]]","[['table_unit', 20], ['table_unit', 23]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,"[[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None], 'and', [False, 2, [0, [0, 272, False], None], 2000.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,"['SELECT', 'count', '(', '*', ')', 'FROM', 'salary', 'AS', 'T1', 'JOIN', 'team', 'AS', 'T2', 'ON', 'T1.team_id', '=', 'T2.team_id_br', 'WHERE', 'T2.name', '=', ""'Boston"", 'Red', 'Stockings', ""'"", 'AND', 'T1.year', '=', '2000']","['select', 'count', '(', '*', ')', 'from', 'salary', 'as', 't1', 'join', 'team', 'as', 't2', 'on', 't1', '.', 'team_id', '=', 't2', '.', 'team_id_br', 'where', 't2', '.', 'name', '=', 'value', 'and', 't1', '.', 'year', '=', 'value']",How many players did Boston Red Stockings have in 2000?,"['How', 'many', 'players', 'did', 'Boston', 'Red', 'Stockings', 'have', 'in', '2000', '?']",,"[[False, 2, [0, [0, 273, False], None], [0, 336, False], None]]","[['table_unit', 20], ['table_unit', 23]]",[],[],,,[],"[False, [[3, [0, [0, 0, False], None]]]]",,"[[False, 2, [0, [0, 331, False], None], '""Boston Red Stockings""', None], 'and', [False, 2, [0, [0, 272, False], None], 2000.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT salary FROM salary WHERE YEAR  =  2001 ORDER BY salary DESC LIMIT 3;,"['SELECT', 'salary', 'FROM', 'salary', 'WHERE', 'YEAR', '=', '2001', 'ORDER', 'BY', 'salary', 'DESC', 'LIMIT', '3', ';']","['select', 'salary', 'from', 'salary', 'where', 'year', '=', 'value', 'order', 'by', 'salary', 'desc', 'limit', 'value']",List the 3 highest salaries of the players in 2001?,"['List', 'the', '3', 'highest', 'salaries', 'of', 'the', 'players', 'in', '2001', '?']",,[],"[['table_unit', 20]]",[],[],,3.0,"['desc', [[0, [0, 276, False], None]]]","[False, [[0, [0, [0, 276, False], None]]]]",,"[[False, 2, [0, [0, 272, False], None], 2001.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT salary FROM salary WHERE YEAR  =  2001 ORDER BY salary DESC LIMIT 3;,"['SELECT', 'salary', 'FROM', 'salary', 'WHERE', 'YEAR', '=', '2001', 'ORDER', 'BY', 'salary', 'DESC', 'LIMIT', '3', ';']","['select', 'salary', 'from', 'salary', 'where', 'year', '=', 'value', 'order', 'by', 'salary', 'desc', 'limit', 'value']",How much salary did the top 3 well-paid players get in 2001?,"['How', 'much', 'salary', 'did', 'the', 'top', '3', 'well-paid', 'players', 'get', 'in', '2001', '?']",,[],"[['table_unit', 20]]",[],[],,3.0,"['desc', [[0, [0, 276, False], None]]]","[False, [[0, [0, [0, 276, False], None]]]]",,"[[False, 2, [0, [0, 272, False], None], 2001.0, None]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT salary FROM salary WHERE YEAR  =  2010 UNION SELECT salary FROM salary WHERE YEAR  =  2001,"['SELECT', 'salary', 'FROM', 'salary', 'WHERE', 'YEAR', '=', '2010', 'UNION', 'SELECT', 'salary', 'FROM', 'salary', 'WHERE', 'YEAR', '=', '2001']","['select', 'salary', 'from', 'salary', 'where', 'year', '=', 'value', 'union', 'select', 'salary', 'from', 'salary', 'where', 'year', '=', 'value']",What were all the salary values of players in 2010 and 2001?,"['What', 'were', 'all', 'the', 'salary', 'values', 'of', 'players', 'in', '2010', 'and', '2001', '?']",,[],"[['table_unit', 20]]",[],[],,,[],"[False, [[0, [0, [0, 276, False], None]]]]",,"[[False, 2, [0, [0, 272, False], None], 2010.0, None]]",,,,,,,,,,,,,[],"[['table_unit', 20]]",[],[],,,[],"[False, [[0, [0, [0, 276, False], None]]]]",,"[[False, 2, [0, [0, 272, False], None], 2001.0, None]]",,,,,,,,,,,
baseball_1,SELECT salary FROM salary WHERE YEAR  =  2010 UNION SELECT salary FROM salary WHERE YEAR  =  2001,"['SELECT', 'salary', 'FROM', 'salary', 'WHERE', 'YEAR', '=', '2010', 'UNION', 'SELECT', 'salary', 'FROM', 'salary', 'WHERE', 'YEAR', '=', '2001']","['select', 'salary', 'from', 'salary', 'where', 'year', '=', 'value', 'union', 'select', 'salary', 'from', 'salary', 'where', 'year', '=', 'value']",List all the salary values players received in 2010 and 2001.,"['List', 'all', 'the', 'salary', 'values', 'players', 'received', 'in', '2010', 'and', '2001', '.']",,[],"[['table_unit', 20]]",[],[],,,[],"[False, [[0, [0, [0, 276, False], None]]]]",,"[[False, 2, [0, [0, 272, False], None], 2010.0, None]]",,,,,,,,,,,,,[],"[['table_unit', 20]]",[],[],,,[],"[False, [[0, [0, [0, 276, False], None]]]]",,"[[False, 2, [0, [0, 272, False], None], 2001.0, None]]",,,,,,,,,,,
baseball_1,SELECT yearid FROM hall_of_fame GROUP BY yearid ORDER BY count(*) ASC LIMIT 1;,"['SELECT', 'yearid', 'FROM', 'hall_of_fame', 'GROUP', 'BY', 'yearid', 'ORDER', 'BY', 'count', '(', '*', ')', 'ASC', 'LIMIT', '1', ';']","['select', 'yearid', 'from', 'hall_of_fame', 'group', 'by', 'yearid', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value']",In which year did the least people enter hall of fame?,"['In', 'which', 'year', 'did', 'the', 'least', 'people', 'enter', 'hall', 'of', 'fame', '?']",,[],"[['table_unit', 12]]","[[0, 145, False]]",[],,1.0,"['asc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 145, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseball_1,SELECT yearid FROM hall_of_fame GROUP BY yearid ORDER BY count(*) ASC LIMIT 1;,"['SELECT', 'yearid', 'FROM', 'hall_of_fame', 'GROUP', 'BY', 'yearid', 'ORDER', 'BY', 'count', '(', '*', ')', 'ASC', 'LIMIT', '1', ';']","['select', 'yearid', 'from', 'hall_of_fame', 'group', 'by', 'yearid', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value']",Find the year in which the least people enter hall of fame.,"['Find', 'the', 'year', 'in', 'which', 'the', 'least', 'people', 'enter', 'hall', 'of', 'fame', '.']",,[],"[['table_unit', 12]]","[[0, 145, False]]",[],,1.0,"['asc', [[0, [3, 0, False], None]]]","[False, [[0, [0, [0, 145, False], None]]]]",,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
